x,u
0.34668335,0.99997467
0.34793493,0.9999748
0.34918648,0.99997467
0.35043806,0.9999748
0.3516896,0.9999744
0.3529412,0.99997455
0.35419273,0.9999744
0.3554443,0.9999744
0.35669586,0.9999744
0.35794744,0.99997437
0.359199,0.9999744
0.36045057,0.9999744
0.3617021,0.9999744
0.3629537,0.9999743
0.36420527,0.9999743
0.36545682,0.9999741
0.3667084,0.9999742
0.36795995,0.9999741
0.36921152,0.9999742
0.37046307,0.9999743
0.37171465,0.9999742
0.3729662,0.99997395
0.37421778,0.9999741
0.37546933,0.9999741
0.3767209,0.9999737
0.37797245,0.9999737
0.37922403,0.9999737
0.38047558,0.9999737
0.38172716,0.99997383
0.38297874,0.9999735
0.3842303,0.99997365
0.38548186,0.9999735
0.3867334,0.9999736
0.387985,0.9999735
0.38923654,0.99997365
0.39048812,0.99997354
0.39173967,0.9999734
0.39299124,0.9999735
0.3942428,0.9999735
0.39549437,0.9999735
0.39674592,0.9999735
0.3979975,0.99997324
0.39924905,0.99997336
0.40050063,0.9999734
0.4017522,0.9999731
0.40300375,0.9999734
0.40425533,0.9999731
0.40550688,0.99997324
0.40675846,0.9999731
0.40801,0.999973
0.40926158,0.9999728
0.41051313,0.9999729
0.4117647,0.9999729
0.41301626,0.9999728
0.41426784,0.99997264
0.4155194,0.99997276
0.41677096,0.9999729
0.4180225,0.9999728
0.4192741,0.9999727
0.42052567,0.9999727
0.42177722,0.9999727
0.4230288,0.9999727
0.42428035,0.9999727
0.42553192,0.9999727
0.42678347,0.9999725
0.42803505,0.99997264
0.4292866,0.9999724
0.43053818,0.9999725
0.43178973,0.99997264
0.4330413,0.9999725
0.43429285,0.9999723
0.43554443,0.9999724
0.436796,0.9999724
0.43804756,0.9999723
0.43929914,0.9999723
0.44055068,0.9999723
0.44180226,0.9999723
0.4430538,0.9999723
0.4443054,0.99997216
0.44555694,0.99997216
0.44680852,0.9999723
0.44806007,0.9999724
0.44931164,0.99997205
0.4505632,0.99997205
0.45181477,0.9999723
0.45306632,0.99997205
0.4543179,0.99997205
0.45556948,0.99997216
0.45682102,0.9999719
0.4580726,0.99997205
0.45932415,0.9999719
0.46057573,0.99997205
0.46182728,0.999972
0.46307886,0.9999719
0.4643304,0.99997205
0.46558198,0.99997187
0.46683353,0.99997187
0.4680851,0.999972
0.46933666,0.9999719
0.47058824,0.99997187
0.4718398,0.99997205
0.47309136,0.99997187
0.47434294,0.9999719
0.4755945,0.9999719
0.47684607,0.9999718
0.47809762,0.9999719
0.4793492,0.9999718
0.48060074,0.9999719
0.48185232,0.99997187
0.48310387,0.9999718
0.48435545,0.99997187
0.485607,0.99997187
0.48685858,0.9999718
0.48811013,0.9999718
0.4893617,0.9999718
0.49061325,0.9999717
0.49186483,0.9999717
0.4931164,0.99997175
0.49436796,0.9999718
0.49561954,0.9999718
