x,rho,u,p
0.7133917,0.32635465,0.9921731,0.329223
0.7146433,0.32602245,0.9911444,0.32864276
0.7158949,0.32567325,0.9900185,0.3280294
0.71714646,0.325305,0.98878515,0.32737944
0.718398,0.3249147,0.9874333,0.32668886
0.71964955,0.32449937,0.9859501,0.3259532
0.72090113,0.3240554,0.984321,0.32516754
0.7221527,0.32357857,0.98252976,0.3243266
0.7234042,0.32306397,0.9805584,0.32342434
0.7246558,0.32250655,0.9783858,0.32245424
0.7259074,0.32189998,0.97598875,0.321409
0.72715896,0.32123765,0.9733404,0.32028058
0.72841054,0.32051182,0.97041047,0.3190601
0.72966206,0.31971416,0.9671649,0.31773782
0.73091364,0.31883544,0.96356416,0.3163023
0.7321652,0.31786507,0.959564,0.31474125
0.7334168,0.31679162,0.95511377,0.31304055
0.7346683,0.31560174,0.95015585,0.31118384
0.7359199,0.31428063,0.9446235,0.3091522
0.7371715,0.31281105,0.93844163,0.30692413
0.73842305,0.31117308,0.93152285,0.30447403
0.73967457,0.30934328,0.923766,0.30177236
0.74092615,0.30729344,0.9150515,0.29878402
0.7421777,0.30499,0.9052402,0.29546827
0.7434293,0.30239293,0.89416814,0.29177758
0.7446808,0.29945436,0.8816414,0.2876571
0.7459324,0.29611742,0.86743224,0.28304482
0.747184,0.29231653,0.8512754,0.27787125
0.74843556,0.28797504,0.8328589,0.27205932
0.74968714,0.28300163,0.8118037,0.26551726
0.75093865,0.2772736,0.78759325,0.25811887
0.75219023,0.2705866,0.7593627,0.24963962
0.7534418,0.26254442,0.72542846,0.23963065
0.7546934,0.25246623,0.682824,0.22733389
0.7559449,0.24027377,0.63079965,0.21271914
0.7571965,0.22940457,0.5838033,0.19971777
0.75844806,0.22360988,0.5591061,0.19267723
0.75969964,0.22084564,0.54804325,0.18930386
0.76095116,0.21821028,0.5372888,0.18610469
0.76220274,0.21472523,0.52221525,0.18190186
0.7634543,0.21062182,0.50381565,0.1769959
0.7647059,0.20634897,0.4841651,0.1719269
0.7659575,0.20217867,0.4645513,0.16700748
0.767209,0.19820273,0.44541714,0.16233501
0.7684606,0.1944194,0.42675123,0.15789913
0.76971215,0.19079787,0.40840283,0.1536584
0.7709637,0.1873077,0.39022693,0.14957301
0.77221525,0.1839287,0.37213853,0.14561681
0.7734668,0.18065332,0.35412398,0.14178006
0.7747184,0.1774884,0.33626285,0.1380722
0.77597,0.17445843,0.31876126,0.13452378
0.7772215,0.17159542,0.3019136,0.13116889
0.7784731,0.16889712,0.28581038,0.12799546
0.77972466,0.16644426,0.27091303,0.12511322
0.78097624,0.16412857,0.25651762,0.1224159
0.7822278,0.16145763,0.23949453,0.119309016
0.78347933,0.15874112,0.2217612,0.11617844
0.7847309,0.15611559,0.20443168,0.11319769
0.7859825,0.15357853,0.18756858,0.11035111
0.78723407,0.15116502,0.17136887,0.10766618
0.7884856,0.14890142,0.15598592,0.10516546
0.78973716,0.14679092,0.1414437,0.10284837
0.79098874,0.14482468,0.12769899,0.10070237
0.7922403,0.14299162,0.11469302,0.098712854
0.79349184,0.14128149,0.10237668,0.09686669
0.7947434,0.13968511,0.09070609,0.09515232
0.795995,0.1381934,0.07964126,0.09355906
0.7972466,0.1367964,0.06913576,0.09207617
0.7984981,0.13548316,0.059136964,0.090692885
0.7997497,0.13424183,0.049585737,0.089398436
0.80100125,0.13306089,0.04042373,0.088183224
0.8022528,0.13192958,0.031596042,0.08703894
0.8035044,0.1308387,0.023057558,0.08595931
0.8047559,0.12978101,0.014775969,0.08494021
0.8060075,0.12875144,0.006736137,0.08397972
0.8072591,0.12774771,-0.0010516867,0.0830784
0.80851066,0.12677056,-0.008546434,0.08223919
0.8097622,0.12582445,-0.015668653,0.08146768
0.81101376,0.12491808,-0.022300027,0.080771714
0.81226534,0.12406423,-0.028297327,0.08016024
0.8135169,0.12327822,-0.033521675,0.07964124
0.81476843,0.1225754,-0.03787639,0.07921905
0.81602,0.121967465,-0.0413362,0.07889238
0.8172716,0.12146057,-0.043948792,0.078654416
0.81852317,0.12105409,-0.045817994,0.078493945
0.81977475,0.1207412,-0.047073983,0.0783978
0.82102627,0.120511025,-0.047846697,0.07835287
0.82227784,0.12035048,-0.048250698,0.07834739
0.8235294,0.12024655,-0.048378848,0.07837158
0.824781,0.1201872,-0.048303746,0.07841765
0.8260325,0.120162226,-0.048079394,0.07847967
0.8272841,0.1201632,-0.0477468,0.07855311
0.8285357,0.120183475,-0.047336243,0.07863464
0.82978725,0.12021788,-0.046869658,0.078721754
0.8310388,0.1202625,-0.046363972,0.078812584
0.83229035,0.12031419,-0.04583218,0.07890576
0.8335419,0.12037068,-0.04528334,0.07900028
0.8347935,0.12043031,-0.044724844,0.079095416
0.836045,0.12049174,-0.044161938,0.079190545
0.8372966,0.12055389,-0.04359927,0.07928529
0.8385482,0.12061615,-0.043039344,0.079379335
0.83979976,0.12067791,-0.042484544,0.07947245
0.84105134,0.120738745,-0.04193666,0.079564504
0.84230286,0.12079839,-0.041396998,0.07965538
0.84355444,0.12085662,-0.040866278,0.07974507
0.844806,0.12091339,-0.040344857,0.07983346
0.8460576,0.1209685,-0.03983321,0.079920605
0.8473091,0.12102193,-0.03933146,0.080006465
0.8485607,0.12107372,-0.03883948,0.08009109
0.84981227,0.121123835,-0.03835728,0.0801745
0.85106385,0.121172294,-0.037884496,0.080256745
0.85231537,0.12121917,-0.03742113,0.08033779
0.85356694,0.12126451,-0.03696706,0.08041776
0.8548185,0.121308334,-0.036521576,0.08049666
0.8560701,0.12135071,-0.036084674,0.08057455
0.8573217,0.121391736,-0.03565588,0.080651455
0.8585732,0.12143145,-0.03523519,0.0807274
0.8598248,0.12146983,-0.03482177,0.08080243
0.86107635,0.121507116,-0.034415983,0.08087662
0.86232793,0.121543206,-0.03401699,0.08094995
0.86357945,0.121578254,-0.03362503,0.081022464
0.86483103,0.121612296,-0.03323915,0.08109421
0.8660826,0.12164531,-0.032859944,0.0811652
0.8673342,0.12167745,-0.03248658,0.08123547
0.8685857,0.12170872,-0.03211894,0.08130505
0.8698373,0.12173917,-0.03175714,0.08137396
0.87108886,0.12176882,-0.031400703,0.081442215
0.87234044,0.12179775,-0.031049512,0.081509806
0.873592,0.12182596,-0.030703329,0.08157681
0.87484354,0.12185342,-0.03036239,0.08164318
0.8760951,0.121880315,-0.030025981,0.08170896
0.8773467,0.12190658,-0.029694341,0.081774205
0.8785983,0.121932276,-0.02936735,0.08183887
0.8798498,0.12195736,-0.029044889,0.08190294
0.88110137,0.12198196,-0.0287266,0.08196649
0.88235295,0.12200599,-0.028412603,0.082029514
0.8836045,0.12202955,-0.028103016,0.082092024
0.88485605,0.12205265,-0.027797244,0.08215401
0.8861076,0.12207524,-0.027495526,0.082215495
0.8873592,0.12209743,-0.027198099,0.08227646
0.8886108,0.122119166,-0.02690401,0.082336955
0.8898623,0.12214049,-0.026613973,0.08239691
0.8911139,0.12216145,-0.026327513,0.08245642
0.89236546,0.12218195,-0.026044749,0.08251545
0.89361703,0.122202106,-0.02576556,0.08257403
0.8948686,0.12222187,-0.025490306,0.0826321
0.89612013,0.122241266,-0.02521827,0.08268972
0.8973717,0.12226034,-0.024949573,0.08274688
0.8986233,0.12227905,-0.02468457,0.08280354
0.89987487,0.12229744,-0.024423026,0.08285979
0.9011264,0.1223155,-0.02416446,0.08291559
0.90237796,0.12233318,-0.023909353,0.082970954
0.90362954,0.1223506,-0.023657463,0.08302584
0.9048811,0.122367695,-0.023408793,0.08308032
0.90613264,0.1223845,-0.023163341,0.08313434
0.9073842,0.12240093,-0.022921227,0.083187915
0.9086358,0.12241714,-0.022681855,0.083241075
0.9098874,0.12243301,-0.022445701,0.08329379
0.91113895,0.12244862,-0.02221229,0.08334609
0.9123905,0.12246393,-0.021982215,0.08339793
0.91364205,0.122478984,-0.021755002,0.083449386
0.9148936,0.12249374,-0.02153065,0.083500385
0.9161452,0.122508235,-0.021309279,0.08355099
0.9173967,0.12252244,-0.021091007,0.083601154
0.9186483,0.122536406,-0.020875119,0.08365094
0.9198999,0.12255011,-0.020662092,0.08370026
0.92115146,0.12256355,-0.020451926,0.08374923
0.922403,0.12257672,-0.02024462,0.08379774
0.92365456,0.12258968,-0.02003982,0.08384583
0.92490613,0.12260233,-0.019837879,0.08389353
0.9261577,0.1226148,-0.01963856,0.08394083
0.9274093,0.12262698,-0.019441627,0.08398775
0.9286608,0.12263895,-0.019247554,0.084034234
0.9299124,0.122650705,-0.019055627,0.084080346
0.93116397,0.12266218,-0.01886668,0.08412606
0.93241554,0.122673474,-0.018680118,0.0841714
0.93366706,0.12268453,-0.018496059,0.0842163
0.93491864,0.12269533,-0.018314026,0.08426082
0.9361702,0.12270592,-0.018134855,0.084304996
0.9374218,0.12271629,-0.017958067,0.08434876
0.9386733,0.12272647,-0.017783307,0.08439212
0.9399249,0.122736424,-0.017611168,0.08443514
0.9411765,0.122746184,-0.017440937,0.08447776
0.94242805,0.12275571,-0.017272972,0.08452003
0.9436796,0.12276505,-0.017107628,0.084561884
0.94493115,0.122774154,-0.01694443,0.08460342
0.9461827,0.12278315,-0.01678314,0.084644586
0.9474343,0.12279188,-0.016623996,0.08468539
0.9486859,0.12280038,-0.016467117,0.0847258
0.9499374,0.12280876,-0.016312264,0.08476588
0.951189,0.12281692,-0.016159318,0.084805615
0.95244056,0.12282494,-0.016008519,0.08484498
0.95369214,0.12283271,-0.015859745,0.084884025
0.95494366,0.12284037,-0.015713118,0.0849227
0.95619524,0.12284779,-0.01556804,0.084961064
0.9574468,0.12285504,-0.01542487,0.08499904
0.9586984,0.12286214,-0.015283845,0.08503673
0.9599499,0.12286907,-0.015144609,0.08507408
0.9612015,0.122875854,-0.015007041,0.08511109
0.96245307,0.1228824,-0.014871381,0.085147806
0.96370465,0.12288885,-0.014737509,0.08518419
0.9649562,0.12289514,-0.014605187,0.08522025
0.96620774,0.12290121,-0.014474891,0.085255995
0.9674593,0.12290719,-0.014345907,0.08529142
0.9687109,0.12291298,-0.01421871,0.08532656
0.9699625,0.12291864,-0.014093302,0.085361384
0.971214,0.12292416,-0.013969563,0.085395925
0.9724656,0.122929506,-0.013847016,0.08543016
0.97371715,0.12293472,-0.013726495,0.08546413
0.97496873,0.122939795,-0.013607286,0.085497774
0.97622025,0.1229447,-0.0134891495,0.085531145
0.9774718,0.122949496,-0.01337292,0.08556426
0.9787234,0.12295416,-0.01325836,0.085597076
0.979975,0.12295865,-0.013144992,0.08562963
0.9812265,0.12296306,-0.013032697,0.08566191
0.9824781,0.12296735,-0.01292219,0.08569392
0.98372966,0.12297146,-0.012812875,0.08572567
0.98498124,0.122975476,-0.012705348,0.08575713
0.9862328,0.122979395,-0.012598775,0.08578839
0.98748434,0.12298316,-0.012493275,0.08581937
0.9887359,0.12298677,-0.012389205,0.085850105
0.9899875,0.122990325,-0.012286566,0.085880615
0.9912391,0.12299375,-0.012185,0.085910834
0.9924906,0.12299706,-0.012084745,0.085940875
0.99374217,0.123000234,-0.011985563,0.08597064
0.99499375,0.12300335,-0.011887573,0.08600018
0.9962453,0.1230063,-0.011790775,0.08602951
0.99749684,0.1230092,-0.0116949305,0.08605862
0.9987484,0.12301196,-0.011600278,0.086087465
1.0,0.12301464,-0.011506937,0.0861161
