x,rho_exact,rho_fdm,rho_present,rho_muscl_tvd,u_exact,u_fdm,u_present,u_muscl_tvd,P_exact,P_fdm,P_present,P_muscl_tvd
4.56000000e-01,5.11889749e-01,5.29948701e-01,5.30582592e-01,5.11005715e-01,7.41568853e-01,7.01920015e-01,7.00718825e-01,7.44313458e-01,3.91603897e-01,4.13150878e-01,4.13633625e-01,3.90431440e-01
4.60000000e-01,5.00992060e-01,5.18809888e-01,5.19574855e-01,5.00501630e-01,7.63791075e-01,7.23911006e-01,7.22427973e-01,7.65156648e-01,3.79982136e-01,4.01110082e-01,4.01740404e-01,3.79298193e-01
4.64000000e-01,4.90280767e-01,5.07837226e-01,5.08745101e-01,4.90267643e-01,7.86013297e-01,7.45950437e-01,7.44149542e-01,7.85864363e-01,3.68657268e-01,3.89346083e-01,3.90136254e-01,3.68477960e-01
4.68000000e-01,4.79753471e-01,4.97039827e-01,4.98107785e-01,4.80569922e-01,8.08235519e-01,7.68017151e-01,7.65848605e-01,8.07040701e-01,3.57622946e-01,3.77865315e-01,3.78833482e-01,3.58271808e-01
4.72000000e-01,4.69407790e-01,4.86431211e-01,4.87684687e-01,4.71298904e-01,8.30457742e-01,7.90079201e-01,7.87472706e-01,8.28243878e-01,3.46872931e-01,3.66678518e-01,3.67851464e-01,3.48593072e-01
4.76000000e-01,4.59241364e-01,4.76032780e-01,4.77509886e-01,4.61719130e-01,8.52679964e-01,8.12085495e-01,8.08939935e-01,8.47936411e-01,3.36401092e-01,3.55804173e-01,3.57221491e-01,3.38696946e-01
4.80000000e-01,4.49251853e-01,4.65880571e-01,4.67638496e-01,4.52896764e-01,8.74902186e-01,8.33949459e-01,8.30117622e-01,8.68015091e-01,3.26201405e-01,3.45275151e-01,3.46995341e-01,3.29695991e-01
4.84000000e-01,4.39436938e-01,4.56039181e-01,4.58162357e-01,4.44124511e-01,8.97124408e-01,8.55515167e-01,8.50783641e-01,8.85642412e-01,3.16267951e-01,3.35152393e-01,3.37260716e-01,3.20804538e-01
4.88000000e-01,4.29794322e-01,4.46632163e-01,4.49237998e-01,4.36208882e-01,9.19346631e-01,8.76482995e-01,8.70556754e-01,9.01551358e-01,3.06594911e-01,3.25554753e-01,3.28168668e-01,3.12794150e-01
4.92000000e-01,4.26319428e-01,4.37910861e-01,4.41131702e-01,4.32000770e-01,9.27452620e-01,8.96240356e-01,8.88782814e-01,9.19136388e-01,3.03130178e-01,3.16726540e-01,3.19977360e-01,3.08464841e-01
4.96000000e-01,4.26319428e-01,4.30400958e-01,4.34264123e-01,4.28000531e-01,9.27452620e-01,9.13498455e-01,9.04416567e-01,9.27311029e-01,3.03130178e-01,3.09181390e-01,3.13093990e-01,3.04506396e-01
5.00000000e-01,4.26319428e-01,4.25081555e-01,4.29138730e-01,4.25399552e-01,9.27452620e-01,9.25837955e-01,9.16178660e-01,9.28374587e-01,3.03130178e-01,3.03878042e-01,3.08000528e-01,3.01981969e-01
5.04000000e-01,4.26319428e-01,4.22886544e-01,4.25941254e-01,4.25228664e-01,9.27452620e-01,9.30893472e-01,9.23517487e-01,9.28001153e-01,3.03130178e-01,3.01725543e-01,3.04857640e-01,3.01795815e-01
5.08000000e-01,4.26319428e-01,4.22840474e-01,4.24201439e-01,4.25722005e-01,9.27452620e-01,9.30874167e-01,9.27459663e-01,9.27787735e-01,3.03130178e-01,3.01733023e-01,3.03179882e-01,3.02229724e-01
5.12000000e-01,4.26319428e-01,4.23066654e-01,4.23480245e-01,4.26209762e-01,9.27452620e-01,9.30203385e-01,9.29005606e-01,9.29094815e-01,3.03130178e-01,3.02017487e-01,3.02524605e-01,3.02659499e-01
5.16000000e-01,4.26319428e-01,4.23212278e-01,4.23531347e-01,4.26541147e-01,9.27452620e-01,9.29714198e-01,9.28724341e-01,9.29618738e-01,3.03130178e-01,3.02225256e-01,3.02643234e-01,3.02982934e-01
5.20000000e-01,4.26319428e-01,4.23290888e-01,4.23686797e-01,4.26494293e-01,9.27452620e-01,9.29373572e-01,9.28194290e-01,9.29658546e-01,3.03130178e-01,3.02370134e-01,3.02866477e-01,3.02941515e-01
5.24000000e-01,4.26319428e-01,4.23327463e-01,4.23610656e-01,4.26143674e-01,9.27452620e-01,9.29121365e-01,9.28211200e-01,9.29009365e-01,3.03130178e-01,3.02477566e-01,3.02858429e-01,3.02633212e-01
5.28000000e-01,4.26319428e-01,4.23335680e-01,4.23198692e-01,4.25788132e-01,9.27452620e-01,9.28923984e-01,9.29020910e-01,9.28226584e-01,3.03130178e-01,3.02561779e-01,3.02515714e-01,3.02264016e-01
5.32000000e-01,4.26319428e-01,4.23322627e-01,4.22694207e-01,4.25795280e-01,9.27452620e-01,9.28763169e-01,9.30047979e-01,9.27969179e-01,3.03130178e-01,3.02630508e-01,3.02083797e-01,3.02267322e-01
5.36000000e-01,4.26319428e-01,4.23291991e-01,4.22504620e-01,4.26008630e-01,9.27452620e-01,9.28628403e-01,9.30325340e-01,9.27940139e-01,3.03130178e-01,3.02688211e-01,3.01971017e-01,3.02477018e-01
5.40000000e-01,4.26319428e-01,4.23245569e-01,4.22786713e-01,4.26466766e-01,9.27452620e-01,9.28513233e-01,9.29476921e-01,9.28397906e-01,3.03130178e-01,3.02737620e-01,3.02333817e-01,3.02928757e-01
5.44000000e-01,4.26319428e-01,4.23183985e-01,4.23210073e-01,4.26738047e-01,9.27452620e-01,9.28413441e-01,9.28279744e-01,9.28557272e-01,3.03130178e-01,3.02780525e-01,3.02842916e-01,3.03212336e-01
5.48000000e-01,4.26319428e-01,4.23106986e-01,4.23392168e-01,4.26732378e-01,9.27452620e-01,9.28326108e-01,9.27629395e-01,9.28333708e-01,3.03130178e-01,3.02818163e-01,3.03120088e-01,3.03218345e-01
5.52000000e-01,4.26319428e-01,4.23013468e-01,4.23294845e-01,4.26480078e-01,9.27452620e-01,9.28249128e-01,9.27602798e-01,9.27689972e-01,3.03130178e-01,3.02851426e-01,3.03134740e-01,3.02962960e-01
5.56000000e-01,4.26319428e-01,4.22901276e-01,4.23054154e-01,4.26283677e-01,9.27452620e-01,9.28180924e-01,9.27842592e-01,9.27343033e-01,3.03130178e-01,3.02880984e-01,3.03037827e-01,3.02745169e-01
5.60000000e-01,4.26319428e-01,4.22766681e-01,4.22746584e-01,4.26256080e-01,9.27452620e-01,9.28120268e-01,9.28148826e-01,9.27401177e-01,3.03130178e-01,3.02907356e-01,3.02910775e-01,3.02719391e-01
5.64000000e-01,4.26319428e-01,4.22603371e-01,4.22490257e-01,4.26391349e-01,9.27452620e-01,9.28066167e-01,9.28283764e-01,9.27652126e-01,3.03130178e-01,3.02930966e-01,3.02855463e-01,3.02862149e-01
5.68000000e-01,4.26319428e-01,4.22400670e-01,4.22317953e-01,4.26652403e-01,9.27452620e-01,9.28017798e-01,9.28117101e-01,9.27916840e-01,3.03130178e-01,3.02952161e-01,3.02926078e-01,3.03174222e-01
5.72000000e-01,4.26319428e-01,4.22140704e-01,4.22109404e-01,4.26827410e-01,9.27452620e-01,9.27974472e-01,9.27825071e-01,9.27804982e-01,3.03130178e-01,3.02971234e-01,3.03047856e-01,3.03382545e-01
5.76000000e-01,4.26319428e-01,4.21794285e-01,4.21757799e-01,4.26783822e-01,9.27452620e-01,9.27935610e-01,9.27602600e-01,9.27391299e-01,3.03130178e-01,3.02988430e-01,3.03140280e-01,3.03355849e-01
5.80000000e-01,4.26319428e-01,4.21315521e-01,4.21168709e-01,4.26546946e-01,9.27452620e-01,9.27900716e-01,9.27592692e-01,9.26967896e-01,3.03130178e-01,3.03003958e-01,3.03151037e-01,3.03117652e-01
5.84000000e-01,4.26319428e-01,4.20635652e-01,4.20268763e-01,4.26339482e-01,9.27452620e-01,9.27869361e-01,9.27774653e-01,9.26913202e-01,3.03130178e-01,3.03017999e-01,3.03088710e-01,3.02961568e-01
5.88000000e-01,4.26319428e-01,4.19657247e-01,4.19027863e-01,4.26339826e-01,9.27452620e-01,9.27841163e-01,9.27931507e-01,9.26997059e-01,3.03130178e-01,3.03030710e-01,3.03023603e-01,3.03000152e-01
5.92000000e-01,4.26319428e-01,4.18250593e-01,4.17553066e-01,4.26426889e-01,9.27452620e-01,9.27815787e-01,9.27867619e-01,9.27148900e-01,3.03130178e-01,3.03042228e-01,3.03050775e-01,3.03244827e-01
5.96000000e-01,4.26319428e-01,4.16254573e-01,4.15686082e-01,4.26495517e-01,9.27452620e-01,9.27792939e-01,9.27555143e-01,9.27252105e-01,3.03130178e-01,3.03052670e-01,3.03179823e-01,3.03499168e-01
6.00000000e-01,4.26319428e-01,4.13484220e-01,4.12951209e-01,4.26417007e-01,9.27452620e-01,9.27772358e-01,9.27422783e-01,9.27227176e-01,3.03130178e-01,3.03062139e-01,3.03225816e-01,3.03495005e-01
6.04000000e-01,4.26319428e-01,4.09746258e-01,4.09172403e-01,4.26148211e-01,9.27452620e-01,9.27753810e-01,9.27609820e-01,9.27172835e-01,3.03130178e-01,3.03070721e-01,3.03145977e-01,3.03297926e-01
6.08000000e-01,4.26319428e-01,4.04862285e-01,4.04346354e-01,4.25783011e-01,9.27452620e-01,9.27737084e-01,9.27748337e-01,9.26995686e-01,3.03130178e-01,3.03078494e-01,3.03089485e-01,3.03063298e-01
6.12000000e-01,4.26319428e-01,3.98697095e-01,3.98369238e-01,4.25344596e-01,9.27452620e-01,9.27721985e-01,9.27753700e-01,9.26924986e-01,3.03130178e-01,3.03085525e-01,3.03090036e-01,3.03058343e-01
6.16000000e-01,4.26319428e-01,3.91187584e-01,3.91117361e-01,4.24465282e-01,9.27452620e-01,9.27708338e-01,9.27702998e-01,9.26983393e-01,3.03130178e-01,3.03091876e-01,3.03114229e-01,3.03176375e-01
6.20000000e-01,4.26319428e-01,3.82366443e-01,3.82560353e-01,4.22141708e-01,9.27452620e-01,9.27695984e-01,9.27671880e-01,9.27271313e-01,3.03130178e-01,3.03097602e-01,3.03130675e-01,3.03325123e-01
6.24000000e-01,4.26319428e-01,3.72374943e-01,3.72798206e-01,4.16564412e-01,9.27452620e-01,9.27684779e-01,9.27669221e-01,9.27545250e-01,3.03130178e-01,3.03102755e-01,3.03135324e-01,3.03316150e-01
6.28000000e-01,4.26319428e-01,3.61460759e-01,3.62045981e-01,4.05299953e-01,9.27452620e-01,9.27674591e-01,9.27677220e-01,9.27741064e-01,3.03130178e-01,3.03107383e-01,3.03133903e-01,3.03213697e-01
6.32000000e-01,4.26319428e-01,3.49959731e-01,3.50610085e-01,3.85113858e-01,9.27452620e-01,9.27665302e-01,9.27690492e-01,9.27626911e-01,3.03130178e-01,3.03111533e-01,3.03127240e-01,3.03039765e-01
6.36000000e-01,4.26319428e-01,3.38263819e-01,3.38859329e-01,3.51885383e-01,9.27452620e-01,9.27656804e-01,9.27734146e-01,9.27466231e-01,3.03130178e-01,3.03115253e-01,3.03105080e-01,3.02953439e-01
6.40000000e-01,2.65573712e-01,3.26780532e-01,3.27194925e-01,3.08463748e-01,9.27452620e-01,9.27649005e-01,9.27848829e-01,9.27304759e-01,3.03130178e-01,3.03118586e-01,3.03053089e-01,3.02977580e-01
6.44000000e-01,2.65573712e-01,3.15890826e-01,3.16028187e-01,2.82413409e-01,9.27452620e-01,9.27641821e-01,9.28016908e-01,9.27255534e-01,3.03130178e-01,3.03121574e-01,3.02981004e-01,3.03075767e-01
6.48000000e-01,2.65573712e-01,3.05912546e-01,3.05753683e-01,2.70661853e-01,9.27452620e-01,9.27635181e-01,9.28085940e-01,9.27475055e-01,3.03130178e-01,3.03124256e-01,3.02947754e-01,3.03226324e-01
6.52000000e-01,2.65573712e-01,2.97074915e-01,2.96687610e-01,2.65934473e-01,9.27452620e-01,9.27629025e-01,9.27854610e-01,9.27663285e-01,3.03130178e-01,3.03126671e-01,3.03024871e-01,3.03309035e-01
6.56000000e-01,2.65573712e-01,2.89506990e-01,2.88981723e-01,2.64232054e-01,9.27452620e-01,9.27623297e-01,9.27359594e-01,9.27817085e-01,3.03130178e-01,3.03128849e-01,3.03194069e-01,3.03291365e-01
6.60000000e-01,2.65573712e-01,2.83240029e-01,2.82599883e-01,2.63758419e-01,9.27452620e-01,9.27617952e-01,9.27014997e-01,9.27878410e-01,3.03130178e-01,3.03130821e-01,3.03307374e-01,3.03202358e-01
6.64000000e-01,2.65573712e-01,2.78221253e-01,2.77421548e-01,2.63720835e-01,9.27452620e-01,9.27612950e-01,9.27227721e-01,9.27718552e-01,3.03130178e-01,3.03132612e-01,3.03228612e-01,3.03052722e-01
6.68000000e-01,2.65573712e-01,2.74334896e-01,2.73374811e-01,2.63867049e-01,9.27452620e-01,9.27608255e-01,9.27839802e-01,9.27566952e-01,3.03130178e-01,3.03134242e-01,3.03019244e-01,3.02928568e-01
6.72000000e-01,2.65573712e-01,2.71426025e-01,2.70429325e-01,2.64418567e-01,9.27452620e-01,9.27603831e-01,9.28221549e-01,9.27549617e-01,3.03130178e-01,3.03135729e-01,3.02893587e-01,3.02925138e-01
6.76000000e-01,2.65573712e-01,2.69323143e-01,2.68462320e-01,2.65271008e-01,9.27452620e-01,9.27599646e-01,9.28029869e-01,9.27561249e-01,3.03130178e-01,3.03137083e-01,3.02960870e-01,3.03007808e-01
6.80000000e-01,2.65573712e-01,2.67856792e-01,2.67211120e-01,2.65791886e-01,9.27452620e-01,9.27595658e-01,9.27585550e-01,9.27734722e-01,3.03130178e-01,3.03138313e-01,3.03108601e-01,3.03190028e-01
6.84000000e-01,2.65573712e-01,2.66872730e-01,2.66404866e-01,2.66100912e-01,9.27452620e-01,9.27591811e-01,9.27342840e-01,9.27849014e-01,3.03130178e-01,3.03139417e-01,3.03184739e-01,3.03349199e-01
6.88000000e-01,2.65573712e-01,2.66239538e-01,2.65885397e-01,2.66184099e-01,9.27452620e-01,9.27588007e-01,9.27353583e-01,9.27790436e-01,3.03130178e-01,3.03140377e-01,3.03172266e-01,3.03384781e-01
6.92000000e-01,2.65573712e-01,2.65851434e-01,2.65577959e-01,2.66147876e-01,9.27452620e-01,9.27584066e-01,9.27424952e-01,9.27695912e-01,3.03130178e-01,3.03141152e-01,3.03133965e-01,3.03311002e-01
6.96000000e-01,2.65573712e-01,2.65627491e-01,2.65425281e-01,2.66016218e-01,9.27452620e-01,9.27579627e-01,9.27428525e-01,9.27482854e-01,3.03130178e-01,3.03141638e-01,3.03111242e-01,3.03134711e-01
7.00000000e-01,2.65573712e-01,2.65508630e-01,2.65378268e-01,2.65834796e-01,9.27452620e-01,9.27573947e-01,9.27310371e-01,9.27412448e-01,3.03130178e-01,3.03141614e-01,3.03120602e-01,3.02992490e-01
7.04000000e-01,2.65573712e-01,2.65453511e-01,2.65399711e-01,2.65684157e-01,9.27452620e-01,9.27565472e-01,9.27032927e-01,9.27531530e-01,3.03130178e-01,3.03140604e-01,3.03169762e-01,3.02939445e-01
7.08000000e-01,2.65573712e-01,2.65434177e-01,2.65448269e-01,2.65602635e-01,9.27452620e-01,9.27550943e-01,9.26626774e-01,9.27771082e-01,3.03130178e-01,3.03137599e-01,3.03236869e-01,3.03002825e-01
7.12000000e-01,2.65573712e-01,2.65431891e-01,2.65444610e-01,2.65532755e-01,9.27452620e-01,9.27523531e-01,9.26333952e-01,9.27962908e-01,3.03130178e-01,3.03130476e-01,3.03220569e-01,3.03122470e-01
7.16000000e-01,2.65573712e-01,2.65433218e-01,2.65258778e-01,2.65550047e-01,9.27452620e-01,9.27468962e-01,9.26628837e-01,9.27860195e-01,3.03130178e-01,3.03114783e-01,3.02935371e-01,3.03244532e-01
7.20000000e-01,2.65573712e-01,2.65425985e-01,2.64818373e-01,2.65574782e-01,9.27452620e-01,9.27357542e-01,9.27641522e-01,9.27481904e-01,3.03130178e-01,3.03081255e-01,3.02305023e-01,3.03330113e-01
7.24000000e-01,2.65573712e-01,2.65394146e-01,2.64306095e-01,2.65530550e-01,9.27452620e-01,9.27127759e-01,9.28187501e-01,9.27222119e-01,3.03130178e-01,3.03010683e-01,3.01666296e-01,3.03281784e-01
7.28000000e-01,2.65573712e-01,2.65309610e-01,2.64067696e-01,2.65485827e-01,9.27452620e-01,9.26652755e-01,9.26332366e-01,9.27284824e-01,3.03130178e-01,3.02863455e-01,3.01525464e-01,3.03204882e-01
7.32000000e-01,2.65573712e-01,2.65117246e-01,2.64069194e-01,2.65502470e-01,9.27452620e-01,9.25672057e-01,9.22208265e-01,9.27506852e-01,3.03130178e-01,3.02558289e-01,3.01641498e-01,3.03193398e-01
7.36000000e-01,2.65573712e-01,2.64705768e-01,2.63963808e-01,2.65516801e-01,9.27452620e-01,9.23653409e-01,9.17478819e-01,9.27997848e-01,3.03130178e-01,3.01929418e-01,3.01147359e-01,3.03186887e-01
7.40000000e-01,2.65573712e-01,2.63850808e-01,2.63499493e-01,2.65558831e-01,9.27452620e-01,9.19516145e-01,9.11741372e-01,9.28169274e-01,3.03130178e-01,3.00641737e-01,2.99460674e-01,3.03215876e-01
7.44000000e-01,2.65573712e-01,2.62106812e-01,2.62042077e-01,2.65563902e-01,9.27452620e-01,9.11088996e-01,9.02958868e-01,9.28220565e-01,3.03130178e-01,2.98028216e-01,2.96021940e-01,3.03181459e-01
7.48000000e-01,2.65573712e-01,2.58617101e-01,2.59377356e-01,2.65551843e-01,9.27452620e-01,8.94094877e-01,8.89484741e-01,9.27799228e-01,3.03130178e-01,2.92800543e-01,2.91179644e-01,3.03120566e-01
7.52000000e-01,2.65573712e-01,2.51841544e-01,2.53056987e-01,2.65114215e-01,9.27452620e-01,8.60442651e-01,8.61127187e-01,9.24881938e-01,3.03130178e-01,2.82622395e-01,2.81497828e-01,3.02587082e-01
7.56000000e-01,2.65573712e-01,2.39391785e-01,2.40810291e-01,2.60278609e-01,9.27452620e-01,7.96117500e-01,8.05918043e-01,9.01820828e-01,3.03130178e-01,2.63816663e-01,2.63924126e-01,2.96618358e-01
7.60000000e-01,2.65573712e-01,2.18744057e-01,2.19609879e-01,2.25687552e-01,9.27452620e-01,6.81521055e-01,7.01129698e-01,7.21612064e-01,3.03130178e-01,2.32435161e-01,2.33597057e-01,2.49129297e-01
7.64000000e-01,1.25000000e-01,1.90171012e-01,1.90767924e-01,1.47664292e-01,0.00000000e+00,5.03901856e-01,5.26566700e-01,1.97279181e-01,1.00000000e-01,1.89144507e-01,1.90822704e-01,1.29462309e-01
7.68000000e-01,1.25000000e-01,1.60510688e-01,1.61387520e-01,1.26987929e-01,0.00000000e+00,2.91571751e-01,3.04886722e-01,1.69496446e-02,1.00000000e-01,1.45742345e-01,1.46911174e-01,1.02262309e-01
7.72000000e-01,1.25000000e-01,1.39580677e-01,1.40329397e-01,1.25151235e-01,0.00000000e+00,1.23309382e-01,1.21794584e-01,1.28109673e-03,1.00000000e-01,1.17507958e-01,1.17197633e-01,1.00169577e-01
7.76000000e-01,1.25000000e-01,1.29758860e-01,1.29951950e-01,1.25011200e-01,0.00000000e+00,4.03886678e-02,3.06558281e-02,9.48237619e-05,1.00000000e-01,1.05462625e-01,1.04176266e-01,1.00012545e-01
7.80000000e-01,1.25000000e-01,1.26376912e-01,1.26038369e-01,1.25000830e-01,0.00000000e+00,1.16693623e-02,1.25081668e-03,7.02800926e-06,1.00000000e-01,1.01553328e-01,1.00190650e-01,1.00000930e-01
7.84000000e-01,1.25000000e-01,1.25381310e-01,1.24809466e-01,1.25000061e-01,0.00000000e+00,3.22931805e-03,-4.55148544e-03,5.19561081e-07,1.00000000e-01,1.00427925e-01,9.94114578e-02,1.00000069e-01
7.88000000e-01,1.25000000e-01,1.25104187e-01,1.24559244e-01,1.25000005e-01,0.00000000e+00,8.82163948e-04,-3.86512261e-03,3.83917954e-08,1.00000000e-01,1.00116753e-01,9.94952097e-02,1.00000005e-01
7.92000000e-01,1.25000000e-01,1.25028347e-01,1.24626203e-01,1.25000000e-01,0.00000000e+00,2.40002102e-04,-2.28383830e-03,2.83516302e-09,1.00000000e-01,1.00031753e-01,9.97002864e-02,1.00000000e-01
7.96000000e-01,1.25000000e-01,1.25007699e-01,1.24757535e-01,1.25000000e-01,0.00000000e+00,6.51826337e-05,-1.14742034e-03,2.09263194e-10,1.00000000e-01,1.00008623e-01,9.98489341e-02,1.00000000e-01
8.00000000e-01,1.25000000e-01,1.25002088e-01,1.24867079e-01,1.25000000e-01,0.00000000e+00,1.76814999e-05,-5.18373809e-04,1.54347717e-11,1.00000000e-01,1.00002339e-01,9.99316015e-02,1.00000000e-01
8.04000000e-01,1.25000000e-01,1.25000566e-01,1.24937422e-01,1.25000000e-01,0.00000000e+00,4.79030045e-06,-2.13549590e-04,1.13747667e-12,1.00000000e-01,1.00000634e-01,9.99717717e-02,1.00000000e-01
8.08000000e-01,1.25000000e-01,1.25000153e-01,1.24975036e-01,1.25000000e-01,0.00000000e+00,1.29590025e-06,-7.92966674e-05,8.36871284e-14,1.00000000e-01,1.00000171e-01,9.99894916e-02,1.00000000e-01
8.12000000e-01,1.25000000e-01,1.25000041e-01,1.24991561e-01,1.25000000e-01,0.00000000e+00,3.49959745e-07,-2.58290281e-05,6.11925917e-15,1.00000000e-01,1.00000046e-01,9.99965558e-02,1.00000000e-01
8.16000000e-01,1.25000000e-01,1.25000011e-01,1.24997525e-01,1.25000000e-01,0.00000000e+00,9.43080837e-08,-7.33938339e-06,4.15039356e-16,1.00000000e-01,1.00000012e-01,9.99990022e-02,1.00000000e-01
8.20000000e-01,1.25000000e-01,1.25000003e-01,1.24999511e-01,1.25000000e-01,0.00000000e+00,2.53505308e-08,-1.58480944e-06,0.00000000e+00,1.00000000e-01,1.00000003e-01,9.99997668e-02,1.00000000e-01
8.24000000e-01,1.25000000e-01,1.25000001e-01,1.25000137e-01,1.25000000e-01,0.00000000e+00,6.79410962e-09,3.83726479e-07,0.00000000e+00,1.00000000e-01,1.00000001e-01,1.00000031e-01,1.00000000e-01
8.28000000e-01,1.25000000e-01,1.25000000e-01,1.25000221e-01,1.25000000e-01,0.00000000e+00,1.81452652e-09,6.06386172e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000065e-01,1.00000000e-01
8.32000000e-01,1.25000000e-01,1.25000000e-01,1.25000136e-01,1.25000000e-01,0.00000000e+00,4.82654753e-10,3.19455638e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000031e-01,1.00000000e-01
8.36000000e-01,1.25000000e-01,1.25000000e-01,1.25000064e-01,1.25000000e-01,0.00000000e+00,1.27788286e-10,1.09110448e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000007e-01,1.00000000e-01
8.40000000e-01,1.25000000e-01,1.25000000e-01,1.25000033e-01,1.25000000e-01,0.00000000e+00,3.36549610e-11,4.07994484e-08,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000001e-01,1.00000000e-01
8.44000000e-01,1.25000000e-01,1.25000000e-01,1.25000017e-01,1.25000000e-01,0.00000000e+00,8.81089237e-12,1.85824986e-08,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000001e-01,1.00000000e-01
8.48000000e-01,1.25000000e-01,1.25000000e-01,1.25000007e-01,1.25000000e-01,0.00000000e+00,2.29142922e-12,8.49601776e-09,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000000e-01,1.00000000e-01
8.52000000e-01,1.25000000e-01,1.25000000e-01,1.25000001e-01,1.25000000e-01,0.00000000e+00,5.91401135e-13,1.25133165e-08,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999987e-02,1.00000000e-01
8.56000000e-01,1.25000000e-01,1.25000000e-01,1.24999997e-01,1.25000000e-01,0.00000000e+00,1.51285131e-13,3.18201110e-08,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999958e-02,1.00000000e-01
8.60000000e-01,1.25000000e-01,1.25000000e-01,1.24999993e-01,1.25000000e-01,0.00000000e+00,3.82964825e-14,6.22526865e-08,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999918e-02,1.00000000e-01
8.64000000e-01,1.25000000e-01,1.25000000e-01,1.24999989e-01,1.25000000e-01,0.00000000e+00,9.50082955e-15,9.56494360e-08,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999874e-02,1.00000000e-01
8.68000000e-01,1.25000000e-01,1.25000000e-01,1.24999986e-01,1.25000000e-01,0.00000000e+00,2.25514053e-15,1.19490694e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999842e-02,1.00000000e-01
8.72000000e-01,1.25000000e-01,1.25000000e-01,1.24999986e-01,1.25000000e-01,0.00000000e+00,4.28226071e-16,1.18851075e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999843e-02,1.00000000e-01
8.76000000e-01,1.25000000e-01,1.25000000e-01,1.24999990e-01,1.25000000e-01,0.00000000e+00,1.86702222e-17,8.15525427e-08,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999892e-02,1.00000000e-01
8.80000000e-01,1.25000000e-01,1.25000000e-01,1.24999999e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,5.23088850e-09,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999992e-02,1.00000000e-01
8.84000000e-01,1.25000000e-01,1.25000000e-01,1.25000011e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,-9.76184700e-08,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000013e-01,1.00000000e-01
8.88000000e-01,1.25000000e-01,1.25000000e-01,1.25000023e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,-2.03842126e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000026e-01,1.00000000e-01
8.92000000e-01,1.25000000e-01,1.25000000e-01,1.25000034e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,-2.87216495e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000037e-01,1.00000000e-01
8.96000000e-01,1.25000000e-01,1.25000000e-01,1.25000044e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,-3.20074000e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000044e-01,1.00000000e-01
9.00000000e-01,1.25000000e-01,1.25000000e-01,1.25000044e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,-2.90507844e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000050e-01,1.00000000e-01
9.04000000e-01,1.25000000e-01,1.25000000e-01,1.25000015e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,-3.38878303e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000028e-01,1.00000000e-01
9.08000000e-01,1.25000000e-01,1.25000000e-01,1.24999944e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,-6.20504590e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999471e-02,1.00000000e-01
9.12000000e-01,1.25000000e-01,1.25000000e-01,1.24999879e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,-3.00945153e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99998598e-02,1.00000000e-01
9.16000000e-01,1.25000000e-01,1.25000000e-01,1.24999873e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,8.00669497e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99998410e-02,1.00000000e-01
9.20000000e-01,1.25000000e-01,1.25000000e-01,1.24999910e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,1.25375788e-06,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99998892e-02,1.00000000e-01
9.24000000e-01,1.25000000e-01,1.25000000e-01,1.24999961e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,8.67717909e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999702e-02,1.00000000e-01
