x,rho_exact,rho_fdm,rho_present,rho_muscl,u_exact,u_fdm,u_present,u_muscl,P_exact,P_fdm,P_present,P_muscl
1.16000000e-01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,0.00000000e+00,1.77567167e-16,-2.12884734e-12,8.79553666e-12,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00
1.20000000e-01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,0.00000000e+00,7.86538614e-16,-2.31593713e-11,5.18060317e-12,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00
1.24000000e-01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,0.00000000e+00,2.56856595e-15,-7.91044861e-11,-2.96494911e-11,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00
1.28000000e-01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,0.00000000e+00,7.90829070e-15,-2.06585817e-10,-7.04999792e-11,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00
1.32000000e-01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,0.00000000e+00,2.38388818e-14,-4.67379859e-10,8.77696067e-12,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00
1.36000000e-01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,0.00000000e+00,7.04830236e-14,-9.56158022e-10,3.05550614e-10,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00
1.40000000e-01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,0.00000000e+00,2.04347982e-13,-1.80346101e-09,4.69463520e-10,1.00000000e+00,1.00000000e+00,1.00000000e+00,9.99999999e-01
1.44000000e-01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,0.00000000e+00,5.81127166e-13,-3.16736200e-09,-4.42212398e-10,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00
1.48000000e-01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,0.00000000e+00,1.62004350e-12,-5.20625360e-09,-2.58242484e-09,1.00000000e+00,1.00000000e+00,1.00000001e+00,1.00000000e+00
1.52000000e-01,1.00000000e+00,1.00000000e+00,1.00000001e+00,1.00000000e+00,0.00000000e+00,4.42758860e-12,-8.02639804e-09,-2.60847126e-09,1.00000000e+00,1.00000000e+00,1.00000001e+00,1.00000000e+00
1.56000000e-01,1.00000000e+00,1.00000000e+00,1.00000001e+00,9.99999995e-01,0.00000000e+00,1.18612315e-11,-1.16024349e-08,5.43821948e-09,1.00000000e+00,1.00000000e+00,1.00000001e+00,9.99999994e-01
1.60000000e-01,1.00000000e+00,1.00000000e+00,1.00000001e+00,9.99999984e-01,0.00000000e+00,3.11450566e-11,-1.56769751e-08,1.89035727e-08,1.00000000e+00,1.00000000e+00,1.00000002e+00,9.99999978e-01
1.64000000e-01,1.00000000e+00,1.00000000e+00,1.00000002e+00,9.99999990e-01,0.00000000e+00,8.01532752e-11,-1.96582953e-08,1.19800947e-08,1.00000000e+00,1.00000000e+00,1.00000002e+00,9.99999986e-01
1.68000000e-01,1.00000000e+00,1.00000000e+00,1.00000002e+00,1.00000004e+00,0.00000000e+00,2.02163310e-10,-2.25624115e-08,-4.78623432e-08,1.00000000e+00,1.00000000e+00,1.00000003e+00,1.00000006e+00
1.72000000e-01,1.00000000e+00,1.00000000e+00,1.00000002e+00,1.00000010e+00,0.00000000e+00,4.99693346e-10,-2.30981898e-08,-1.23842023e-07,1.00000000e+00,9.99999999e-01,1.00000003e+00,1.00000015e+00
1.76000000e-01,1.00000000e+00,9.99999999e-01,1.00000002e+00,1.00000004e+00,0.00000000e+00,1.21030585e-09,-2.00482201e-08,-4.48576656e-08,1.00000000e+00,9.99999999e-01,1.00000002e+00,1.00000005e+00
1.80000000e-01,1.00000000e+00,9.99999998e-01,1.00000001e+00,9.99999708e-01,0.00000000e+00,2.87240557e-09,-1.30509482e-08,3.45936496e-07,1.00000000e+00,9.99999997e-01,1.00000002e+00,9.99999591e-01
1.84000000e-01,1.00000000e+00,9.99999994e-01,1.00000000e+00,9.99999371e-01,0.00000000e+00,6.67916487e-09,-3.61486024e-09,7.43932105e-07,1.00000000e+00,9.99999992e-01,1.00000000e+00,9.99999120e-01
1.88000000e-01,1.00000000e+00,9.99999987e-01,9.99999998e-01,9.99999878e-01,0.00000000e+00,1.52156044e-08,4.22040864e-09,1.43846739e-07,1.00000000e+00,9.99999982e-01,9.99999995e-01,9.99999830e-01
1.92000000e-01,1.00000000e+00,9.99999971e-01,1.00000000e+00,1.00000182e+00,0.00000000e+00,3.39554786e-08,4.28919370e-09,-2.14802674e-06,1.00000000e+00,9.99999960e-01,9.99999995e-01,1.00000254e+00
1.96000000e-01,1.00000000e+00,9.99999937e-01,1.00000001e+00,1.00000352e+00,0.00000000e+00,7.42241340e-08,-1.00016517e-08,-4.16960722e-06,1.00000000e+00,9.99999912e-01,1.00000001e+00,1.00000493e+00
2.00000000e-01,1.00000000e+00,9.99999866e-01,1.00000005e+00,1.00000049e+00,0.00000000e+00,1.58911066e-07,-4.31161304e-08,-5.84844470e-07,1.00000000e+00,9.99999812e-01,1.00000005e+00,1.00000069e+00
2.04000000e-01,1.00000000e+00,9.99999718e-01,1.00000010e+00,9.99990184e-01,0.00000000e+00,3.33191553e-07,-9.50825969e-08,1.16148757e-05,1.00000000e+00,9.99999606e-01,1.00000011e+00,9.99986257e-01
2.08000000e-01,1.00000000e+00,9.99999422e-01,1.00000018e+00,9.99981444e-01,0.00000000e+00,6.84100347e-07,-1.63473368e-07,2.19563697e-05,1.00000000e+00,9.99999191e-01,1.00000019e+00,9.99974021e-01
2.12000000e-01,1.00000000e+00,9.99998838e-01,1.00000033e+00,9.99996116e-01,0.00000000e+00,1.37526001e-06,-2.48618069e-07,4.59517898e-06,1.00000000e+00,9.99998373e-01,1.00000029e+00,9.99994563e-01
2.16000000e-01,1.00000000e+00,9.99997712e-01,1.00000055e+00,1.00004587e+00,0.00000000e+00,2.70670090e-06,-2.98686304e-07,-5.42746422e-05,1.00000000e+00,9.99996797e-01,1.00000040e+00,1.00006422e+00
2.20000000e-01,1.00000000e+00,9.99995593e-01,1.00000070e+00,1.00009103e+00,0.00000000e+00,5.21477581e-06,-2.31526549e-07,-1.07704503e-04,1.00000000e+00,9.99993830e-01,1.00000036e+00,1.00012745e+00
2.24000000e-01,1.00000000e+00,9.99991689e-01,1.00000035e+00,1.00003521e+00,0.00000000e+00,9.83374190e-06,2.48072997e-07,-4.16639342e-05,1.00000000e+00,9.99988365e-01,9.99999727e-01,1.00004930e+00
2.28000000e-01,1.00000000e+00,9.99984662e-01,9.99999103e-01,9.99821041e-01,0.00000000e+00,1.81483174e-05,1.49341907e-06,2.11759138e-04,1.00000000e+00,9.99978527e-01,9.99998187e-01,9.99749472e-01
2.32000000e-01,1.00000000e+00,9.99972301e-01,9.99995812e-01,9.99595143e-01,0.00000000e+00,3.27743626e-05,5.18718623e-06,4.79109555e-04,1.00000000e+00,9.99961222e-01,9.99993851e-01,9.99433258e-01
2.36000000e-01,1.00000000e+00,9.99951057e-01,9.99989095e-01,9.99739771e-01,0.00000000e+00,5.79106719e-05,1.28567397e-05,3.07915813e-04,1.00000000e+00,9.99931481e-01,9.99984822e-01,9.99635697e-01
2.40000000e-01,1.00000000e+00,9.99915397e-01,9.99975234e-01,1.00053606e+00,0.00000000e+00,1.00105307e-04,2.94195422e-05,-6.34194595e-04,1.00000000e+00,9.99881560e-01,9.99965236e-01,1.00075063e+00
2.44000000e-01,1.00000000e+00,9.99856946e-01,9.99946549e-01,1.00156118e+00,0.00000000e+00,1.69270355e-04,6.34817466e-05,-1.84605345e-03,1.00000000e+00,9.99799734e-01,9.99924928e-01,1.00218652e+00
2.48000000e-01,1.00000000e+00,9.99763410e-01,9.99891622e-01,1.00149746e+00,0.00000000e+00,2.79954413e-04,1.27656408e-04,-1.77095279e-03,1.00000000e+00,9.99668801e-01,9.99848983e-01,1.00209707e+00
2.52000000e-01,1.00000000e+00,9.99617322e-01,9.99797762e-01,9.99123342e-01,0.00000000e+00,4.52838464e-04,2.38517586e-04,1.03701228e-03,1.00000000e+00,9.99464319e-01,9.99717816e-01,9.98773231e-01
2.56000000e-01,1.00000000e+00,9.99394671e-01,9.99642100e-01,9.95208517e-01,0.00000000e+00,7.16357756e-04,4.24012181e-04,5.68048913e-03,1.00000000e+00,9.99152706e-01,9.99498401e-01,9.93300272e-01
2.60000000e-01,1.00000000e+00,9.99063589e-01,9.99390004e-01,9.93514974e-01,0.00000000e+00,1.10827584e-03,7.20797587e-04,7.69275271e-03,1.00000000e+00,9.98689418e-01,9.99147469e-01,9.90933499e-01
2.64000000e-01,1.00000000e+00,9.98583302e-01,9.98990508e-01,9.98685533e-01,0.00000000e+00,1.67696170e-03,1.19365338e-03,1.54998813e-03,1.00000000e+00,9.98017502e-01,9.98588582e-01,9.98160373e-01
2.68000000e-01,1.00000000e+00,9.97903595e-01,9.98404678e-01,1.01071391e+00,0.00000000e+00,2.48206957e-03,1.88387356e-03,-1.26224356e-02,1.00000000e+00,9.97066919e-01,9.97773283e-01,1.01504392e+00
2.72000000e-01,1.00000000e+00,9.96965082e-01,9.97565148e-01,1.02083579e+00,0.00000000e+00,3.59432027e-03,2.88018888e-03,-2.44385010e-02,1.00000000e+00,9.95754987e-01,9.96597360e-01,1.02930299e+00
2.76000000e-01,1.00000000e+00,9.95700460e-01,9.96385403e-01,1.01662128e+00,0.00000000e+00,5.09415275e-03,4.28012951e-03,-1.95553886e-02,1.00000000e+00,9.93988259e-01,9.94946883e-01,1.02333556e+00
2.80000000e-01,1.00000000e+00,9.94036843e-01,9.94783617e-01,9.93804360e-01,0.00000000e+00,7.06915985e-03,6.17954988e-03,7.33347491e-03,1.00000000e+00,9.91665936e-01,9.92711098e-01,9.91345601e-01
2.84000000e-01,1.00000000e+00,9.91899075e-01,9.92682410e-01,9.62885127e-01,0.00000000e+00,9.61042240e-03,8.67534804e-03,4.46547437e-02,1.00000000e+00,9.88684679e-01,9.89779654e-01,9.48501471e-01
2.88000000e-01,1.00000000e+00,9.89213728e-01,9.90009196e-01,9.48523152e-01,0.00000000e+00,1.28080661e-02,1.18587565e-02,6.22423441e-02,1.00000000e+00,9.84944393e-01,9.86051187e-01,9.28690944e-01
2.92000000e-01,1.00000000e+00,9.85913365e-01,9.86655622e-01,9.79358939e-01,0.00000000e+00,1.67465311e-02,1.58524734e-02,2.43433978e-02,1.00000000e+00,9.80354347e-01,9.81389499e-01,9.71207222e-01
2.96000000e-01,1.00000000e+00,9.81940538e-01,9.82629415e-01,1.05083746e+00,0.00000000e+00,2.15001167e-02,2.06912872e-02,-5.88791078e-02,1.00000000e+00,9.74838884e-01,9.75768269e-01,1.07225017e+00
3.00000000e-01,1.00000000e+00,9.77251051e-01,9.77802955e-01,1.10297366e+00,0.00000000e+00,2.71293199e-02,2.64756406e-02,-1.16573586e-01,1.00000000e+00,9.68342028e-01,9.69082982e-01,1.14712516e+00
3.04000000e-01,1.00000000e+00,9.71816137e-01,9.72208146e-01,1.09698472e+00,0.00000000e+00,3.36783458e-02,3.32244409e-02,-1.10462412e-01,1.00000000e+00,9.60830466e-01,9.61333091e-01,1.13808474e+00
3.08000000e-01,1.00000000e+00,9.65623379e-01,9.65831196e-01,1.06005523e+00,0.00000000e+00,4.11739620e-02,4.09418245e-02,-6.92347345e-02,1.00000000e+00,9.52294691e-01,9.52535395e-01,1.08479455e+00
3.12000000e-01,1.00000000e+00,9.58676404e-01,9.58683231e-01,1.02481948e+00,0.00000000e+00,4.96256649e-02,4.96378235e-02,-2.87057252e-02,1.00000000e+00,9.42748333e-01,9.42703552e-01,1.03462446e+00
3.16000000e-01,1.00000000e+00,9.50993535e-01,9.50776226e-01,9.99303936e-01,0.00000000e+00,5.90269532e-02,5.93003124e-02,1.24535280e-03,1.00000000e+00,9.32225994e-01,9.31880668e-01,9.98705512e-01
3.20000000e-01,1.00000000e+00,9.42605691e-01,9.42181495e-01,9.79861359e-01,0.00000000e+00,6.93574068e-02,6.99061890e-02,2.44499349e-02,1.00000000e+00,9.20780001e-01,9.20124179e-01,9.71585015e-01
3.24000000e-01,9.93059067e-01,9.33553858e-01,9.32917450e-01,9.62599238e-01,8.23551941e-03,8.05852346e-02,8.13718196e-02,4.53743292e-02,9.90296202e-01,9.08476571e-01,9.07554804e-01,9.47687333e-01
3.28000000e-01,9.74522199e-01,9.23886425e-01,9.23070306e-01,9.45763980e-01,3.04577416e-02,9.26699841e-02,9.36981956e-02,6.60857043e-02,9.64513767e-01,8.95391820e-01,8.94206718e-01,9.24544770e-01
3.32000000e-01,9.56263183e-01,9.13656625e-01,9.12671206e-01,9.28944806e-01,5.26799638e-02,1.05565164e-01,1.06819160e-01,8.70797144e-02,9.39308841e-01,8.81607974e-01,8.80184348e-01,9.01587480e-01
3.36000000e-01,9.38278886e-01,9.02920249e-01,9.01791223e-01,9.12191875e-01,7.49021861e-02,1.19220612e-01,1.20673452e-01,1.08299449e-01,9.14670602e-01,8.67210014e-01,8.65584378e-01,8.78881569e-01
3.40000000e-01,9.20566194e-01,8.91733720e-01,8.90488342e-01,8.95603572e-01,9.71244083e-02,1.33584507e-01,1.35206737e-01,1.29620887e-01,8.90588394e-01,8.52282887e-01,8.50492550e-01,8.56560538e-01
3.44000000e-01,9.03122020e-01,8.80152564e-01,8.78815979e-01,8.79228068e-01,1.19346631e-01,1.48604992e-01,1.50367882e-01,1.50975377e-01,8.67051720e-01,8.36909319e-01,8.34989226e-01,8.34692126e-01
3.48000000e-01,8.85943299e-01,8.68230266e-01,8.66826240e-01,8.63080882e-01,1.41568853e-01,1.64231416e-01,1.66106060e-01,1.72339030e-01,8.44050242e-01,8.21168218e-01,8.19152144e-01,8.13294050e-01
3.52000000e-01,8.69026991e-01,8.56017474e-01,8.54568952e-01,8.47167783e-01,1.63791075e-01,1.80415228e-01,1.82373011e-01,1.93705724e-01,8.21573781e-01,8.05133583e-01,8.03053712e-01,7.92364403e-01
3.56000000e-01,8.52370076e-01,8.43561489e-01,8.42089831e-01,8.31489691e-01,1.86013297e-01,1.97110573e-01,1.99124395e-01,2.15073732e-01,7.99612312e-01,7.88873851e-01,7.86759682e-01,7.71896222e-01
3.60000000e-01,8.35969561e-01,8.30905996e-01,8.29429874e-01,8.16044096e-01,2.08235519e-01,2.14274653e-01,2.16319806e-01,2.36442365e-01,7.78155964e-01,7.72451589e-01,7.70329211e-01,7.51881441e-01
3.64000000e-01,8.19822474e-01,8.18090979e-01,8.16627014e-01,8.00827282e-01,2.30457742e-01,2.31867896e-01,2.33921564e-01,2.57811690e-01,7.57195017e-01,7.55923446e-01,7.53816098e-01,7.32311583e-01
3.68000000e-01,8.03925866e-01,8.05152756e-01,8.03716081e-01,7.85835544e-01,2.52679964e-01,2.49853982e-01,2.51894139e-01,2.79182417e-01,7.36719903e-01,7.39340293e-01,7.37269550e-01,7.13177964e-01
3.72000000e-01,7.88276812e-01,7.92124121e-01,7.90728911e-01,7.71065761e-01,2.74902186e-01,2.68199778e-01,2.70206734e-01,3.00555557e-01,7.16721203e-01,7.22747489e-01,7.20732048e-01,6.94471850e-01
3.76000000e-01,7.72872410e-01,7.79034541e-01,7.77692474e-01,7.56515572e-01,2.97124408e-01,2.86875194e-01,2.88832968e-01,3.21932113e-01,6.97189641e-01,7.06185234e-01,7.04239320e-01,6.76184576e-01
3.80000000e-01,7.57709779e-01,7.65910380e-01,7.64628627e-01,7.42182841e-01,3.19346631e-01,3.05853004e-01,3.07749720e-01,3.43312930e-01,6.78116090e-01,6.89688959e-01,6.87821859e-01,6.58307636e-01
3.84000000e-01,7.42786062e-01,7.52775157e-01,7.51573210e-01,7.28065048e-01,3.41568853e-01,3.25108638e-01,3.26918179e-01,3.64698658e-01,6.59491563e-01,6.73289738e-01,6.71522891e-01,6.40832721e-01
3.88000000e-01,7.28098425e-01,7.39649787e-01,7.38528181e-01,7.14159280e-01,3.63791075e-01,3.44619971e-01,3.46330645e-01,3.86089773e-01,6.41307218e-01,6.57014693e-01,6.55355167e-01,6.23751722e-01
3.92000000e-01,7.13644056e-01,7.26552833e-01,7.25514752e-01,7.00462590e-01,3.86013297e-01,3.64367102e-01,3.65971214e-01,4.07486639e-01,6.23554351e-01,6.40887392e-01,6.39338930e-01,6.07056746e-01
3.96000000e-01,6.99420164e-01,7.13500742e-01,7.12553057e-01,6.86972258e-01,4.08235519e-01,3.84332147e-01,3.85820379e-01,4.28889642e-01,6.06224394e-01,6.24928216e-01,6.23495608e-01,5.90740169e-01
4.00000000e-01,6.85423983e-01,7.00508057e-01,6.99657035e-01,6.73685830e-01,4.30457742e-01,4.04499038e-01,4.05862232e-01,4.50299297e-01,5.89308920e-01,6.09154711e-01,6.07842080e-01,5.74794680e-01
4.04000000e-01,6.71652768e-01,6.87587629e-01,6.86836495e-01,6.60601022e-01,4.52679964e-01,4.24853336e-01,4.26083032e-01,4.71716251e-01,5.72799635e-01,5.93581898e-01,5.92392220e-01,5.59213239e-01
4.08000000e-01,6.58103795e-01,6.74750799e-01,6.74100643e-01,6.47715597e-01,4.74902186e-01,4.45382054e-01,4.46470528e-01,4.93141155e-01,5.56688377e-01,5.78222570e-01,5.77157867e-01,5.43988956e-01
4.12000000e-01,6.44774365e-01,6.62007568e-01,6.61458771e-01,6.35027261e-01,4.97124408e-01,4.66073495e-01,4.67013652e-01,5.14574527e-01,5.40967117e-01,5.63087546e-01,5.62149094e-01,5.29114981e-01
4.16000000e-01,6.31661797e-01,6.49366755e-01,6.48919621e-01,6.22533636e-01,5.19346631e-01,4.86917101e-01,4.87702282e-01,5.36016715e-01,5.25627956e-01,5.48185914e-01,5.47374393e-01,5.14584481e-01
4.20000000e-01,6.18763435e-01,6.36836138e-01,6.36490976e-01,6.10232314e-01,5.41568853e-01,5.07903306e-01,5.08527106e-01,5.57467990e-01,5.10663124e-01,5.33525241e-01,5.32840883e-01,5.00390696e-01
4.24000000e-01,6.06076643e-01,6.24422583e-01,6.24179700e-01,5.98120917e-01,5.63791075e-01,5.29023400e-01,5.29479495e-01,5.78928655e-01,4.96064978e-01,5.19111773e-01,5.18554519e-01,4.86527007e-01
4.28000000e-01,5.93598809e-01,6.12132171e-01,6.11991966e-01,5.86197111e-01,5.86013297e-01,5.50269391e-01,5.50551340e-01,6.00399097e-01,4.81825997e-01,5.04950605e-01,5.04520272e-01,4.72986959e-01
4.32000000e-01,5.81327340e-01,5.99970311e-01,5.99933449e-01,5.74458577e-01,6.08235519e-01,5.71633867e-01,5.71734866e-01,6.21879752e-01,4.67938790e-01,4.91045857e-01,4.90742299e-01,4.59764223e-01
4.36000000e-01,5.69259666e-01,5.87941857e-01,5.88009459e-01,5.62902980e-01,6.30457742e-01,5.93109837e-01,5.93022416e-01,6.43371059e-01,4.54396083e-01,4.77400827e-01,4.77224108e-01,4.46852549e-01
4.40000000e-01,5.57393237e-01,5.76051233e-01,5.76225034e-01,5.51527970e-01,6.52679964e-01,6.14690560e-01,6.14406179e-01,6.64873440e-01,4.41190724e-01,4.64018156e-01,4.63968740e-01,4.34245743e-01
4.44000000e-01,5.45725527e-01,5.64302560e-01,5.64585048e-01,5.40331208e-01,6.74902186e-01,6.36369318e-01,6.35877860e-01,6.86387353e-01,4.28315683e-01,4.50899988e-01,4.50978986e-01,4.21937666e-01
4.48000000e-01,5.34254029e-01,5.52699822e-01,5.53094391e-01,5.29310390e-01,6.97124408e-01,6.58139130e-01,6.57428209e-01,7.07913377e-01,4.15764044e-01,4.38048167e-01,4.38257644e-01,4.09922250e-01
4.52000000e-01,5.22976258e-01,5.41247069e-01,5.41758252e-01,5.18463232e-01,7.19346631e-01,6.79992340e-01,6.79046358e-01,7.29452315e-01,4.03529010e-01,4.25464463e-01,4.25807866e-01,3.98193483e-01
4.56000000e-01,5.11889749e-01,5.29948701e-01,5.30582592e-01,5.07787407e-01,7.41568853e-01,7.01920015e-01,7.00718825e-01,7.51005298e-01,3.91603897e-01,4.13150878e-01,4.13633625e-01,3.86745366e-01
4.60000000e-01,5.00992060e-01,5.18809888e-01,5.19574855e-01,4.97280435e-01,7.63791075e-01,7.23911006e-01,7.22427973e-01,7.72573946e-01,3.79982136e-01,4.01110082e-01,4.01740404e-01,3.75571817e-01
